logger,date,temp,Temp.Out,Out.Hum,Wind.Speed,Heat.Index,Rain,Solar.Rad.,Area,Humidity.sensor,Floor,Floor.on.top,Roof.structure,Wall.material,Fan,Evaporative.cooler,Flowing.ventilation,LCZ
X10706893,03/06/16,36.3,42.6,57,1.3,44.5,0,843,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,03/06/16,47.4,42.6,57,1.3,44.5,0,843,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,03/06/16,41,42.6,57,1.3,44.5,0,843,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,03/06/16,37,42.6,57,1.3,44.5,0,843,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,03/06/16,40.6,42.6,57,1.3,44.5,0,843,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,03/06/16,38.9,42.6,57,1.3,44.5,0,843,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,03/06/16,45.4,42.6,57,1.3,44.5,0,843,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,03/06/16,34.2,42.6,57,1.3,44.5,0,843,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,03/06/16,42.7,42.6,57,1.3,44.5,0,843,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,03/06/16,35.1,42.6,57,1.3,44.5,0,843,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,03/06/16,34.2,42.6,57,1.3,44.5,0,843,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,03/06/16,,42.6,57,1.3,44.5,0,843,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,04/06/16,34.7,43.2,58,1.3,45.6,0,844,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,04/06/16,35.5,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,04/06/16,37.6,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,04/06/16,38.9,43.2,58,1.3,45.6,0,844,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,04/06/16,40,43.2,58,1.3,45.6,0,844,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,04/06/16,,43.2,58,1.3,45.6,0,844,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,04/06/16,38.2,43.2,58,1.3,45.6,0,844,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,04/06/16,44.9,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,04/06/16,35.2,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,04/06/16,38.2,43.2,58,1.3,45.6,0,844,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,04/06/16,32.6,43.2,58,1.3,45.6,0,844,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,04/06/16,35,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,04/06/16,,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,04/06/16,40,43.2,58,1.3,45.6,0,844,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,04/06/16,,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,04/06/16,35.6,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,04/06/16,36.9,43.2,58,1.3,45.6,0,844,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,04/06/16,37.5,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,04/06/16,,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,04/06/16,35.7,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,04/06/16,39.1,43.2,58,1.3,45.6,0,844,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,04/06/16,37.4,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,04/06/16,38.9,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,04/06/16,46.8,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,04/06/16,35.9,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,04/06/16,,43.2,58,1.3,45.6,0,844,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,04/06/16,34.8,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,04/06/16,34.6,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,04/06/16,34.5,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,04/06/16,41.6,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,04/06/16,32.7,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,04/06/16,,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,04/06/16,33.3,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,04/06/16,44,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,04/06/16,38.8,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,04/06/16,35,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,04/06/16,33.6,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,04/06/16,35.9,43.2,58,1.3,45.6,0,844,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,04/06/16,34,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,04/06/16,40.6,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,04/06/16,36.3,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,04/06/16,42.4,43.2,58,1.3,45.6,0,844,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,04/06/16,42.4,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,04/06/16,34.5,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,04/06/16,36.3,43.2,58,1.3,45.6,0,844,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,04/06/16,47.6,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,04/06/16,40.9,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,04/06/16,37,43.2,58,1.3,45.6,0,844,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,04/06/16,41,43.2,58,1.3,45.6,0,844,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,04/06/16,39.5,43.2,58,1.3,45.6,0,844,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,04/06/16,46.2,43.2,58,1.3,45.6,0,844,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,04/06/16,33.8,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,04/06/16,42.9,43.2,58,1.3,45.6,0,844,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,04/06/16,35.9,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,04/06/16,34.9,43.2,58,1.3,45.6,0,844,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,04/06/16,43.1,43.2,58,1.3,45.6,0,844,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,05/06/16,33.6,40.7,75,1.8,50.1,0,806,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,05/06/16,34.4,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,05/06/16,36.9,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,05/06/16,38.8,40.7,75,1.8,50.1,0,806,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,05/06/16,38.4,40.7,75,1.8,50.1,0,806,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,05/06/16,,40.7,75,1.8,50.1,0,806,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,05/06/16,37.9,40.7,75,1.8,50.1,0,806,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,05/06/16,43.7,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,05/06/16,34.9,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,05/06/16,38.4,40.7,75,1.8,50.1,0,806,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,05/06/16,32.8,40.7,75,1.8,50.1,0,806,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,05/06/16,34.8,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,05/06/16,,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,05/06/16,40.5,40.7,75,1.8,50.1,0,806,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,05/06/16,,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,05/06/16,35.9,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,05/06/16,36.6,40.7,75,1.8,50.1,0,806,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,05/06/16,37.4,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,05/06/16,,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,05/06/16,36.1,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,05/06/16,39.5,40.7,75,1.8,50.1,0,806,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,05/06/16,35.2,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,05/06/16,39.5,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,05/06/16,45.7,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,05/06/16,35.5,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,05/06/16,,40.7,75,1.8,50.1,0,806,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,05/06/16,34.8,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,05/06/16,33,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,05/06/16,34.7,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,05/06/16,40.7,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,05/06/16,33.4,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,05/06/16,,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,05/06/16,33.4,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,05/06/16,42.8,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,05/06/16,39,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,05/06/16,35.2,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,05/06/16,33.3,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,05/06/16,37.7,40.7,75,1.8,50.1,0,806,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,05/06/16,34.4,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,05/06/16,40.1,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,05/06/16,35.6,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,05/06/16,43.7,40.7,75,1.8,50.1,0,806,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,05/06/16,39.8,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,05/06/16,34.2,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,05/06/16,37,40.7,75,1.8,50.1,0,806,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,05/06/16,42.6,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,05/06/16,39.8,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,05/06/16,36.6,40.7,75,1.8,50.1,0,806,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,05/06/16,40.6,40.7,75,1.8,50.1,0,806,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,05/06/16,38.8,40.7,75,1.8,50.1,0,806,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,05/06/16,43.4,40.7,75,1.8,50.1,0,806,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,05/06/16,33.8,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,05/06/16,41.9,40.7,75,1.8,50.1,0,806,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,05/06/16,38.9,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,05/06/16,34.8,40.7,75,1.8,50.1,0,806,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,05/06/16,42.3,40.7,75,1.8,50.1,0,806,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,06/06/16,33.5,39.4,59,1.3,45.9,0,812,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,06/06/16,33.7,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,06/06/16,36.5,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,06/06/16,38.4,39.4,59,1.3,45.9,0,812,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,06/06/16,37.7,39.4,59,1.3,45.9,0,812,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,06/06/16,,39.4,59,1.3,45.9,0,812,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,06/06/16,42.1,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,06/06/16,33.8,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,06/06/16,32.3,39.4,59,1.3,45.9,0,812,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,06/06/16,34.3,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,06/06/16,,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,06/06/16,38.5,39.4,59,1.3,45.9,0,812,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,06/06/16,,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,06/06/16,35.2,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,06/06/16,36,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,06/06/16,,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,06/06/16,34.7,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,06/06/16,35.3,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,06/06/16,38.7,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,06/06/16,44,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,06/06/16,35.4,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,06/06/16,,39.4,59,1.3,45.9,0,812,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,06/06/16,35.1,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,06/06/16,33.4,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,06/06/16,34.4,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,06/06/16,38.9,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,06/06/16,32.8,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,06/06/16,,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,06/06/16,32.6,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,06/06/16,41.2,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,06/06/16,37.4,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,06/06/16,,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,06/06/16,33.1,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,06/06/16,34.7,39.4,59,1.3,45.9,0,812,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,06/06/16,33,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,06/06/16,,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,06/06/16,35.3,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,06/06/16,41.9,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,06/06/16,33.6,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,06/06/16,,39.4,59,1.3,45.9,0,812,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,06/06/16,43.1,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,06/06/16,37.8,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,06/06/16,35.6,39.4,59,1.3,45.9,0,812,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,06/06/16,38.6,39.4,59,1.3,45.9,0,812,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,06/06/16,37.5,39.4,59,1.3,45.9,0,812,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,06/06/16,40.8,39.4,59,1.3,45.9,0,812,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,06/06/16,33.2,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,06/06/16,40,39.4,59,1.3,45.9,0,812,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,06/06/16,36.7,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,06/06/16,34.8,39.4,59,1.3,45.9,0,812,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,06/06/16,41.7,39.4,59,1.3,45.9,0,812,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,07/06/16,34.2,36.8,73,1.3,45.6,0,763,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,07/06/16,33.3,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,07/06/16,34.8,36.8,73,1.3,45.6,0,763,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,07/06/16,37.4,36.8,73,1.3,45.6,0,763,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,07/06/16,35.2,36.8,73,1.3,45.6,0,763,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,07/06/16,,36.8,73,1.3,45.6,0,763,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,07/06/16,,36.8,73,1.3,45.6,0,763,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,07/06/16,40.5,36.8,73,1.3,45.6,0,763,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,07/06/16,34,36.8,73,1.3,45.6,0,763,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,07/06/16,35.6,36.8,73,1.3,45.6,0,763,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,07/06/16,31.8,36.8,73,1.3,45.6,0,763,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,07/06/16,33.2,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,07/06/16,,36.8,73,1.3,45.6,0,763,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,07/06/16,36.9,36.8,73,1.3,45.6,0,763,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,07/06/16,,36.8,73,1.3,45.6,0,763,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,07/06/16,34.3,36.8,73,1.3,45.6,0,763,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,07/06/16,,36.8,73,1.3,45.6,0,763,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,07/06/16,36,36.8,73,1.3,45.6,0,763,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,07/06/16,,36.8,73,1.3,45.6,0,763,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,07/06/16,34,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,07/06/16,37,36.8,73,1.3,45.6,0,763,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,07/06/16,34.3,36.8,73,1.3,45.6,0,763,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,07/06/16,36.9,36.8,73,1.3,45.6,0,763,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,07/06/16,40.9,36.8,73,1.3,45.6,0,763,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,07/06/16,33.9,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,07/06/16,,36.8,73,1.3,45.6,0,763,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,07/06/16,34.4,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,07/06/16,32.7,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,07/06/16,33.4,36.8,73,1.3,45.6,0,763,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,07/06/16,37.2,36.8,73,1.3,45.6,0,763,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
